SRNrated,SRNrater,Cond,score
104154,104161,Green,6
104154,104123,Green,5
104115,104107,Green,4
104115,104184,Green,7
104115,104003,Green,6
104115,104048,Green,2
104115,104152,Green,7
104115,104074,Green,3
104115,104005,Green,5
104115,104195,Green,2
104115,104185,Green,8
104115,104180,Green,4
104198,104049,Green,4
104198,104021,Green,8
104198,104110,Green,6
104198,104016,Green,2
104198,104063,Green,3
104198,104014,Green,9
104198,104044,Green,4
104198,104163,Green,1
104198,104010,Green,2
104198,104134,Green,5
104176,104061,Green,7
104176,104025,Green,9
104176,104057,Green,3
104176,104052,Green,6
104176,104155,Green,6
104176,104082,Green,6
104176,104158,Green,5
104176,104132,Green,6
104176,104040,Green,7
104176,104054,Green,7
104177,104059,Green,5
104177,104097,Green,7
104177,104121,Green,7
104177,104088,Green,5
104177,104073,Green,3
104177,104035,Green,5
104177,104065,Green,6
104177,104167,Green,5
104177,104086,Green,8
104177,104092,Green,7
104001,104129,Green,7
104001,104127,Green,3
104001,104081,Green,3
104001,104178,Green,3
104001,104066,Green,4
104001,104118,Green,2
104001,104166,Green,5
104001,104095,Green,7
104001,104197,Green,4
104001,104001,Green,5
104178,104091,Green,6
104178,104114,Green,7
104178,104143,Green,6
104178,104072,Green,5
104178,104098,Green,4
104178,104030,Green,3
104178,104090,Green,8
104178,104198,Green,2
104178,104024,Green,8
104178,104058,Green,8
104129,104142,Green,6
104129,104122,Green,8
104129,104160,Green,1
104129,104036,Green,6
104129,104139,Green,9
104129,104060,Green,3
104129,104120,Green,6
104129,104131,Green,4
104129,104031,Green,3
104129,104171,Green,3
104029,104186,Green,6
104029,104008,Green,3
104029,104124,Green,5
104029,104146,Green,3
104029,104027,Green,5
104029,104045,Green,4
104029,104148,Green,7
104029,104042,Green,5
104029,104068,Green,7
104029,104200,Green,7
104032,104104,Green,2
104032,104051,Green,5
104032,104133,Green,8
104032,104033,Green,4
104032,104002,Green,3
104032,104026,Green,7
104032,104177,Green,2
104032,104191,Green,5
104032,104100,Green,1
104032,104077,Green,4
104008,104038,Green,5
104008,104062,Green,6
104008,104034,Green,6
104008,104080,Green,3
104008,104017,Green,7
104008,104106,Green,4
104008,104105,Green,4
104008,104145,Green,5
104008,104125,Green,5
104008,104156,Green,7
104191,104137,Green,5
104191,104115,Green,5
104191,104069,Green,3
104191,104147,Green,4
104191,104041,Green,4
104191,104037,Green,7
104191,104126,Green,3
104191,104085,Green,3
104191,104116,Green,5
104191,104067,Green,5
104145,104159,Green,4
104145,104135,Green,3
104145,104075,Green,7
104145,104111,Green,7
104145,104140,Green,7
104145,104199,Green,6
104145,104047,Green,8
104145,104050,Green,8
104145,104046,Green,8
104145,104015,Green,4
104133,104162,Green,3
104133,104043,Green,5
104133,104196,Green,2
104133,104076,Green,5
104133,104136,Green,7
104133,104194,Green,4
104133,104020,Green,5
104133,104009,Green,5
104133,104189,Green,6
104133,104173,Green,5
104138,104179,Green,5
104138,104130,Green,5
104138,104084,Green,5
104138,104079,Green,2
104138,104149,Green,6
104138,104182,Green,8
104138,104096,Green,10
104138,104168,Green,5
104138,104070,Green,2
104138,104112,Green,4
104033,104169,Green,6
104033,104093,Green,5
104033,104109,Green,6
104033,104012,Green,3
104033,104187,Green,7
104033,104018,Green,6
104033,104102,Green,5
104033,104023,Green,3
104033,104175,Green,6
104033,104056,Green,3
104078,104022,Green,5
104078,104089,Green,5
104078,104153,Green,7
104078,104055,Green,5
104078,104193,Green,2
104078,104151,Green,9
104078,104165,Green,4
104078,104181,Green,4
104078,104144,Green,5
104078,104028,Green,8
104173,104011,Green,9
104173,104150,Green,4
104173,104141,Green,6
104173,104183,Green,4
104173,104101,Green,4
104173,104113,Green,8
104173,104087,Green,5
104173,104157,Green,3
104173,104094,Green,6
104173,104128,Green,8
104040,104174,Green,4
104040,104078,Green,5
104040,104006,Green,5
104040,104117,Green,7
104040,104019,Green,2
104040,104007,Green,1
104040,104103,Green,3
104040,104053,Green,6
104040,104119,Green,3
104040,104064,Green,3
104045,104071,Green,3
104045,104164,Green,5
104045,104039,Green,8
104045,104108,Green,6
104045,104138,Green,5
104045,104176,Green,5
104045,104172,Green,2
104045,104190,Green,4
104045,104188,Green,2
104045,104083,Green,10
104125,104029,Green,5
104125,104099,Green,3
104125,104013,Green,6
104125,104154,Green,4
104125,104170,Green,5
104125,104004,Green,8
104125,104192,Green,5
104125,104032,Green,4
104125,104161,Green,3
104125,104123,Green,4
104030,104107,Green,9
104030,104184,Green,6
104030,104003,Green,4
104030,104048,Green,3
104030,104152,Green,6
104030,104074,Green,3
104030,104005,Green,8
104030,104195,Green,6
104030,104185,Green,5
104030,104180,Green,3
104117,104049,Green,1
104117,104021,Green,10
104117,104110,Green,5
104117,104016,Green,4
104117,104063,Green,3
104117,104014,Green,7
104117,104044,Green,8
104117,104163,Green,5
104117,104010,Green,6
104117,104134,Green,3
104067,104061,Green,5
104067,104025,Green,5
104067,104057,Green,6
104067,104052,Green,4
104067,104155,Green,5
104067,104082,Green,3
104067,104158,Green,7
104067,104132,Green,5
104067,104040,Green,7
104067,104054,Green,5
104166,104059,Green,6
104166,104097,Green,2
104166,104121,Green,4
104166,104088,Green,3
104166,104073,Green,5
104166,104035,Green,2
104166,104065,Green,6
104166,104167,Green,4
104166,104086,Green,7
104166,104092,Green,1
104039,104129,Green,5
104039,104127,Green,7
104039,104081,Green,5
104039,104178,Green,3
104039,104066,Green,2
104039,104118,Green,3
104039,104166,Green,6
104039,104095,Green,6
104039,104197,Green,7
104039,104001,Green,3
104102,104091,Green,6
104102,104114,Green,3
104102,104143,Green,7
104102,104072,Green,2
104102,104098,Green,7
104102,104030,Green,4
104102,104090,Green,5
104102,104198,Green,6
104102,104024,Green,2
104102,104058,Green,7
104065,104142,Green,2
104065,104122,Green,5
104065,104160,Green,6
104065,104036,Green,7
104065,104139,Green,4
104065,104060,Green,3
104065,104120,Green,6
104065,104131,Green,7
104065,104031,Green,7
104065,104171,Green,4
104170,104186,Green,9
104170,104008,Green,4
104170,104124,Green,2
104170,104146,Green,6
104170,104027,Green,10
104170,104045,Green,2
104170,104148,Green,5
104170,104042,Green,3
104170,104068,Green,5
104170,104200,Green,3
104051,104104,Green,3
104051,104051,Green,5
104051,104133,Green,4
104051,104033,Green,9
104051,104002,Green,2
104051,104026,Green,1
104051,104177,Green,5
104051,104191,Green,2
104051,104100,Green,7
104051,104077,Green,6
104132,104038,Green,6
104132,104062,Green,6
104132,104034,Green,4
104132,104080,Green,9
104132,104017,Green,4
104132,104106,Green,5
104132,104105,Green,5
104132,104145,Green,7
104132,104125,Green,9
104132,104156,Green,1
104080,104137,Green,1
104080,104115,Green,8
104080,104069,Green,3
104080,104147,Green,6
104080,104041,Green,2
104080,104037,Green,1
104080,104126,Green,6
104080,104085,Green,7
104080,104116,Green,6
104080,104067,Green,9
104095,104159,Green,5
104095,104135,Green,6
104095,104075,Green,5
104095,104111,Green,7
104095,104140,Green,5
104095,104199,Green,5
104095,104047,Green,2
104095,104050,Green,5
104095,104046,Green,3
104095,104015,Green,5
104085,104162,Green,9
104085,104043,Green,2
104085,104196,Green,5
104085,104076,Green,4
104085,104136,Green,7
104085,104194,Green,3
104085,104020,Green,3
104085,104009,Green,6
104085,104189,Green,8
104085,104173,Green,7
104089,104179,Green,8
104089,104130,Green,3
104089,104084,Green,9
104089,104079,Green,4
104089,104149,Green,6
104089,104182,Green,6
104089,104096,Green,5
104089,104168,Green,5
104089,104070,Green,8
104089,104112,Green,5
104163,104169,Green,5
104163,104093,Green,1
104163,104109,Green,3
104163,104012,Green,6
104163,104187,Green,5
104163,104018,Green,2
104163,104102,Green,7
104163,104023,Green,3
104163,104175,Green,5
104163,104056,Green,2
104011,104022,Green,8
104011,104089,Green,5
104011,104153,Green,7
104011,104055,Green,5
104011,104193,Green,4
104011,104151,Green,5
104011,104165,Green,5
104011,104181,Green,7
104011,104144,Green,4
104011,104028,Green,5
104144,104011,Green,3
104144,104150,Green,7
104144,104141,Green,7
104144,104183,Green,5
104144,104101,Green,7
104144,104113,Green,5
104144,104087,Green,7
104144,104157,Green,3
104144,104094,Green,5
104144,104128,Green,6
104054,104174,Green,6
104054,104078,Green,5
104054,104006,Green,8
104054,104117,Green,4
104054,104019,Green,8
104054,104007,Green,3
104054,104103,Green,4
104054,104053,Green,5
104054,104119,Green,5
104054,104064,Green,5
104161,104071,Green,6
104161,104164,Green,4
104161,104039,Green,4
104161,104108,Green,8
104161,104138,Green,5
104161,104176,Green,7
104161,104172,Green,5
104161,104190,Green,6
104161,104188,Green,4
104161,104083,Green,3
104070,104029,Green,5
104070,104099,Green,6
104070,104013,Green,7
104070,104154,Green,6
104070,104170,Green,5
104070,104004,Green,8
104070,104192,Green,7
104070,104032,Green,6
104070,104161,Green,2
104070,104123,Green,4
104004,104107,Green,5
104004,104184,Green,2
104004,104003,Green,2
104004,104048,Green,6
104004,104152,Green,4
104004,104074,Green,7
104004,104005,Green,6
104004,104195,Green,3
104004,104185,Green,4
104004,104180,Green,4
104038,104049,Green,5
104038,104021,Green,5
104038,104110,Green,7
104038,104016,Green,3
104038,104063,Green,6
104038,104014,Green,3
104038,104044,Green,5
104038,104163,Green,5
104038,104010,Green,4
104038,104134,Green,3
104150,104061,Green,4
104150,104025,Green,5
104150,104057,Green,4
104150,104052,Green,6
104150,104155,Green,4
104150,104082,Green,3
104150,104158,Green,8
104150,104132,Green,7
104150,104040,Green,8
104150,104054,Green,7
104152,104059,Green,6
104152,104097,Green,3
104152,104121,Green,5
104152,104088,Green,1
104152,104073,Green,3
104152,104035,Green,5
104152,104065,Green,7
104152,104167,Green,5
104152,104086,Green,7
104152,104092,Green,1
104003,104129,Green,4
104003,104127,Green,6
104003,104081,Green,3
104003,104178,Green,8
104003,104066,Green,6
104003,104118,Green,4
104003,104166,Green,6
104003,104095,Green,3
104003,104197,Green,6
104003,104001,Green,7
104164,104091,Green,7
104164,104114,Green,6
104164,104143,Green,7
104164,104072,Green,6
104164,104098,Green,6
104164,104030,Green,6
104164,104090,Green,4
104164,104198,Green,4
104164,104024,Green,3
104164,104058,Green,9
104113,104142,Green,3
104113,104122,Green,8
104113,104160,Green,5
104113,104036,Green,4
104113,104139,Green,1
104113,104060,Green,6
104113,104120,Green,4
104113,104131,Green,2
104113,104031,Green,6
104113,104171,Green,3
104118,104186,Green,2
104118,104008,Green,7
104118,104124,Green,7
104118,104146,Green,6
104118,104027,Green,2
104118,104045,Green,4
104118,104148,Green,8
104118,104042,Green,5
104118,104068,Green,2
104118,104200,Green,5
104114,104104,Green,5
104114,104051,Green,6
104114,104133,Green,4
104114,104033,Green,7
104114,104002,Green,7
104114,104026,Green,5
104114,104177,Green,5
104114,104191,Green,3
104114,104100,Green,5
104114,104077,Green,6
104052,104038,Green,9
104052,104062,Green,6
104052,104034,Green,4
104052,104080,Green,3
104052,104017,Green,7
104052,104106,Green,5
104052,104105,Green,8
104052,104145,Green,5
104052,104125,Green,5
104052,104156,Green,7
104046,104137,Green,7
104046,104115,Green,4
104046,104069,Green,3
104046,104147,Green,5
104046,104041,Green,4
104046,104037,Green,5
104046,104126,Green,4
104046,104085,Green,5
104046,104116,Green,4
104046,104067,Green,1
104028,104159,Green,6
104028,104135,Green,5
104028,104075,Green,6
104028,104111,Green,6
104028,104140,Green,5
104028,104199,Green,6
104028,104047,Green,9
104028,104050,Green,10
104028,104046,Green,7
104028,104015,Green,2
104087,104162,Green,5
104087,104043,Green,5
104087,104196,Green,2
104087,104076,Green,7
104087,104136,Green,6
104087,104194,Green,5
104087,104020,Green,6
104087,104009,Green,8
104087,104189,Green,6
104087,104173,Green,3
104053,104179,Green,4
104053,104130,Green,5
104053,104084,Green,5
104053,104079,Green,3
104053,104149,Green,9
104053,104182,Green,3
104053,104096,Green,7
104053,104168,Green,4
104053,104070,Green,7
104053,104112,Green,7
104042,104169,Green,3
104042,104093,Green,3
104042,104109,Green,4
104042,104012,Green,4
104042,104187,Green,4
104042,104018,Green,6
104042,104102,Green,4
104042,104023,Green,5
104042,104175,Green,5
104042,104056,Green,2
104086,104022,Green,4
104086,104089,Green,6
104086,104153,Green,3
104086,104055,Green,3
104086,104193,Green,5
104086,104151,Green,5
104086,104165,Green,7
104086,104181,Green,7
104086,104144,Green,7
104086,104028,Green,2
104088,104011,Green,3
104088,104150,Green,5
104088,104141,Green,3
104088,104183,Green,6
104088,104101,Green,5
104088,104113,Green,2
104088,104087,Green,4
104088,104157,Green,5
104088,104094,Green,5
104088,104128,Green,1
104126,104174,Green,5
104126,104078,Green,7
104126,104006,Green,6
104126,104117,Green,2
104126,104019,Green,7
104126,104007,Green,5
104126,104103,Green,8
104126,104053,Green,5
104126,104119,Green,7
104126,104064,Green,4
104099,104071,Green,4
104099,104164,Green,6
104099,104039,Green,5
104099,104108,Green,5
104099,104138,Green,9
104099,104176,Green,3
104099,104172,Green,9
104099,104190,Green,6
104099,104188,Green,6
104099,104083,Green,7
104027,104029,Green,4
104027,104099,Green,4
104027,104013,Green,6
104027,104154,Green,5
104027,104170,Green,5
104027,104004,Green,6
104027,104192,Green,6
104027,104032,Green,6
104027,104161,Green,5
104027,104123,Green,5
104035,104107,Green,4
104035,104184,Green,3
104035,104003,Green,5
104035,104048,Green,5
104035,104152,Green,4
104035,104074,Green,8
104035,104005,Green,7
104035,104195,Green,3
104035,104185,Green,4
104035,104180,Green,4
104036,104049,Green,6
104036,104021,Green,6
104036,104110,Green,4
104036,104016,Green,7
104036,104063,Green,4
104036,104014,Green,4
104036,104044,Green,6
104036,104163,Green,7
104036,104010,Green,5
104036,104134,Green,3
104057,104061,Green,2
104057,104025,Green,5
104057,104057,Green,6
104057,104052,Green,4
104057,104155,Green,3
104057,104082,Green,5
104057,104158,Green,4
104057,104132,Green,4
104057,104040,Green,4
104057,104054,Green,4
104020,104059,Green,3
104020,104097,Green,5
104020,104121,Green,2
104020,104088,Green,6
104020,104073,Green,7
104020,104035,Green,6
104020,104065,Green,6
104020,104167,Green,6
104020,104086,Green,7
104020,104092,Green,3
104131,104129,Green,8
104131,104127,Green,6
104131,104081,Green,6
104131,104178,Green,4
104131,104066,Green,5
104131,104118,Green,7
104131,104166,Green,5
104131,104095,Green,5
104131,104197,Green,2
104131,104001,Green,6
104024,104091,Green,5
104024,104114,Green,3
104024,104143,Green,5
104024,104072,Green,5
104024,104098,Green,3
104024,104030,Green,4
104024,104090,Green,2
104024,104198,Green,4
104024,104024,Green,4
104024,104058,Green,4
104106,104142,Green,5
104106,104122,Green,6
104106,104160,Green,1
104106,104036,Green,5
104106,104139,Green,8
104106,104060,Green,6
104106,104120,Green,6
104106,104131,Green,5
104106,104031,Green,6
104106,104171,Green,8
104019,104186,Green,8
104019,104008,Green,5
104019,104124,Green,4
104019,104146,Green,7
104019,104027,Green,4
104019,104045,Green,3
104019,104148,Green,1
104019,104042,Green,8
104019,104068,Green,4
104019,104200,Green,8
104179,104104,Green,7
104179,104051,Green,3
104179,104133,Green,5
104179,104033,Green,8
104179,104002,Green,4
104179,104026,Green,5
104179,104177,Green,3
104179,104191,Green,7
104179,104100,Green,5
104179,104077,Green,5
104069,104038,Green,8
104069,104062,Green,6
104069,104034,Green,2
104069,104080,Green,10
104069,104017,Green,8
104069,104106,Green,1
104069,104105,Green,5
104069,104145,Green,6
104069,104125,Green,8
104069,104156,Green,6
104100,104137,Green,4
104100,104115,Green,2
104100,104069,Green,3
104100,104147,Green,10
104100,104041,Green,6
104100,104037,Green,5
104100,104126,Green,4
104100,104085,Green,6
104100,104116,Green,1
104100,104067,Green,5
104155,104159,Green,3
104155,104135,Green,8
104155,104075,Green,4
104155,104111,Green,5
104155,104140,Green,4
104155,104199,Green,4
104155,104047,Green,4
104155,104050,Green,4
104155,104046,Green,5
104155,104015,Green,4
104083,104162,Green,5
104083,104043,Green,3
104083,104196,Green,1
104083,104076,Green,7
104083,104136,Green,6
104083,104194,Green,5
104083,104020,Green,6
104083,104009,Green,3
104083,104189,Green,8
104083,104173,Green,7
104093,104179,Green,5
104093,104130,Green,5
104093,104084,Green,6
104093,104079,Green,3
104093,104149,Green,1
104093,104182,Green,4
104093,104096,Green,4
104093,104168,Green,3
104093,104070,Green,5
104093,104112,Green,5
104023,104169,Green,6
104023,104093,Green,5
104023,104109,Green,7
104023,104012,Green,8
104023,104187,Green,6
104023,104018,Green,4
104023,104102,Green,4
104023,104023,Green,7
104023,104175,Green,3
104023,104056,Green,8
104031,104022,Green,6
104031,104089,Green,4
104031,104153,Green,5
104031,104055,Green,5
104031,104193,Green,6
104031,104151,Green,7
104031,104165,Green,5
104031,104181,Green,6
104031,104144,Green,4
104031,104028,Green,9
104006,104011,Green,1
104006,104150,Green,4
104006,104141,Green,6
104006,104183,Green,8
104006,104101,Green,7
104006,104113,Green,3
104006,104087,Green,6
104006,104157,Green,3
104006,104094,Green,4
104006,104128,Green,5
104193,104174,Green,5
104193,104078,Green,9
104193,104006,Green,8
104193,104117,Green,8
104193,104019,Green,7
104193,104007,Green,3
104193,104103,Green,6
104193,104053,Green,4
104193,104119,Green,4
104193,104064,Green,8
104136,104071,Green,8
104136,104164,Green,1
104136,104039,Green,5
104136,104108,Green,4
104136,104138,Green,8
104136,104176,Green,7
104136,104172,Green,7
104136,104190,Green,9
104136,104188,Green,5
104136,104083,Green,5
104082,104029,Green,2
104082,104099,Green,5
104082,104013,Green,9
104082,104154,Green,4
104082,104170,Green,4
104082,104004,Green,8
104082,104192,Green,5
104082,104032,Green,4
104082,104161,Green,7
104082,104123,Green,4
104142,104107,Green,9
104142,104184,Green,6
104142,104003,Green,8
104142,104048,Green,7
104142,104152,Green,6
104142,104074,Green,6
104142,104005,Green,5
104142,104195,Green,6
104142,104185,Green,6
104142,104180,Green,4
104128,104049,Green,9
104128,104021,Green,10
104128,104110,Green,5
104128,104016,Green,4
104128,104063,Green,4
104128,104014,Green,4
104128,104044,Green,5
104128,104163,Green,2
104128,104010,Green,4
104128,104134,Green,5
