subj,sex,medit,block,trial,word,pic,congru,acc,rt
32,male,meditate,1,29,orange,hammer,incong,1,488
32,male,meditate,1,30,bus,bus,cong,1,478
32,male,meditate,2,31,scissors,ball,incong,1,346
32,male,meditate,2,32,apple,tree,incong,0,519
32,male,meditate,2,33,star,star,cong,1,508
32,male,meditate,2,34,cup,cup,cong,1,513
32,male,meditate,2,35,drill,boat,incong,1,454
32,male,meditate,2,36,cherry,stapler,incong,1,426
32,male,meditate,2,37,drill,drill,cong,1,504
32,male,meditate,2,38,fork,fork,cong,1,430
32,male,meditate,2,39,pizza,orange,incong,1,482
32,male,meditate,2,40,dog,dog,cong,1,494
32,male,meditate,2,41,ball,dog,incong,1,371
32,male,meditate,2,42,tree,shoe,incong,1,373
32,male,meditate,2,43,anchor,fork,incong,1,350
32,male,meditate,2,44,carrot,lemon,incong,1,358
32,male,meditate,2,45,star,moon,incong,1,465
32,male,meditate,2,46,cup,church,incong,1,405
32,male,meditate,2,47,plate,anchor,incong,1,474
32,male,meditate,2,48,church,spoon,incong,1,393
32,male,meditate,2,49,stapler,stapler,cong,1,447
32,male,meditate,2,50,cat,cat,cong,1,490
32,male,meditate,2,51,horse,drill,incong,1,508
32,male,meditate,2,52,boat,boat,cong,1,488
32,male,meditate,2,53,spoon,scissors,incong,1,445
32,male,meditate,2,54,tree,tree,cong,1,532
32,male,meditate,2,55,lemon,lemon,cong,1,485
32,male,meditate,2,56,lemon,star,incong,1,457
32,male,meditate,2,57,bus,cherry,incong,1,435
32,male,meditate,2,58,carrot,carrot,cong,1,412
32,male,meditate,2,59,cat,pizza,incong,1,386
32,male,meditate,2,60,church,church,cong,1,557
33,male,meditate,1,1,anchor,anchor,cong,1,469
33,male,meditate,1,2,ball,cat,incong,1,515
33,male,meditate,1,3,car,car,cong,1,658
33,male,meditate,1,4,apple,hat,incong,1,540
33,male,meditate,1,5,hammer,dog,incong,1,667
33,male,meditate,1,6,car,apple,incong,1,597
33,male,meditate,1,7,bus,shoe,incong,1,527
33,male,meditate,1,8,tree,tree,cong,1,494
33,male,meditate,1,9,hammer,hammer,cong,1,467
33,male,meditate,1,10,church,tree,incong,1,672
33,male,meditate,1,11,fork,moon,incong,1,582
33,male,meditate,1,12,shoe,cake,incong,1,596
33,male,meditate,1,13,church,church,cong,1,476
33,male,meditate,1,14,star,pizza,incong,1,518
33,male,meditate,1,15,horse,horse,cong,1,539
33,male,meditate,1,16,carrot,lemon,incong,1,627
33,male,meditate,1,17,hat,hat,cong,1,467
33,male,meditate,1,18,anchor,orange,incong,1,671
33,male,meditate,1,19,stapler,bus,incong,1,505
33,male,meditate,1,20,drill,drill,cong,1,468
33,male,meditate,1,21,orange,anchor,incong,1,541
33,male,meditate,1,22,orange,orange,cong,1,453
33,male,meditate,1,23,bus,bus,cong,1,472
33,male,meditate,1,24,pizza,drill,incong,1,594
33,male,meditate,1,25,cat,cat,cong,1,461
33,male,meditate,1,26,carrot,carrot,cong,1,489
33,male,meditate,1,27,cherry,stapler,incong,1,528
33,male,meditate,1,28,scissors,scissors,cong,1,454
33,male,meditate,1,29,shoe,shoe,cong,1,584
33,male,meditate,1,30,stapler,stapler,cong,1,557
33,male,meditate,2,31,pizza,pizza,cong,1,613
33,male,meditate,2,32,dog,cup,incong,1,630
33,male,meditate,2,33,tree,carrot,incong,1,715
33,male,meditate,2,34,cake,hammer,incong,1,519
33,male,meditate,2,35,moon,star,incong,1,577
33,male,meditate,2,36,boat,plate,incong,1,633
33,male,meditate,2,37,cat,cherry,incong,1,672
33,male,meditate,2,38,dog,dog,cong,1,605
33,male,meditate,2,39,cherry,cherry,cong,1,622
33,male,meditate,2,40,lemon,lemon,cong,1,559
33,male,meditate,2,41,cup,cup,cong,1,562
33,male,meditate,2,42,hat,scissors,incong,1,583
33,male,meditate,2,43,scissors,church,incong,0,615
33,male,meditate,2,44,plate,plate,cong,1,572
33,male,meditate,2,45,apple,apple,cong,1,521
33,male,meditate,2,46,spoon,boat,incong,1,658
33,male,meditate,2,47,cake,cake,cong,1,627
33,male,meditate,2,48,fork,fork,cong,1,586
33,male,meditate,2,49,moon,moon,cong,1,515
33,male,meditate,2,50,horse,horse,cong,1,539
33,male,meditate,2,51,burger,fork,incong,1,655
33,male,meditate,2,52,boat,boat,cong,1,517
33,male,meditate,2,53,ball,ball,cong,1,514
33,male,meditate,2,54,star,star,cong,1,570
33,male,meditate,2,55,cup,spoon,incong,1,655
33,male,meditate,2,56,plate,burger,incong,1,524
33,male,meditate,2,57,burger,burger,cong,1,483
33,male,meditate,2,58,lemon,ball,incong,1,662
33,male,meditate,2,59,drill,car,incong,1,717
33,male,meditate,2,60,spoon,spoon,cong,1,538
34,male,meditate,1,1,cat,stapler,incong,1,437
34,male,meditate,1,2,carrot,pizza,incong,1,428
34,male,meditate,1,3,apple,apple,cong,1,537
34,male,meditate,1,4,fork,fork,cong,1,468
34,male,meditate,1,5,scissors,scissors,cong,1,486
34,male,meditate,1,6,cherry,cherry,cong,1,551
34,male,meditate,1,7,boat,boat,cong,1,582
34,male,meditate,1,8,cat,cat,cong,1,465
34,male,meditate,1,9,orange,orange,cong,1,486
34,male,meditate,1,10,burger,burger,cong,1,530
34,male,meditate,1,11,scissors,hammer,incong,1,404
34,male,meditate,1,12,dog,dog,cong,1,541
34,male,meditate,1,13,shoe,shoe,cong,1,449
34,male,meditate,1,14,plate,plate,cong,1,527
34,male,meditate,1,15,carrot,carrot,cong,1,472
34,male,meditate,1,16,horse,burger,incong,1,421
34,male,meditate,1,17,apple,fork,incong,1,406
34,male,meditate,1,18,church,church,cong,1,518
34,male,meditate,1,19,fork,hat,incong,1,408
34,male,meditate,1,20,tree,tree,cong,1,457
34,male,meditate,1,21,stapler,stapler,cong,1,549
34,male,meditate,1,22,orange,tree,incong,1,485
34,male,meditate,1,23,horse,horse,cong,1,527
34,male,meditate,1,24,pizza,pizza,cong,1,478
34,male,meditate,1,25,cake,lemon,incong,1,417
34,male,meditate,1,26,plate,ball,incong,1,496
34,male,meditate,1,27,hammer,plate,incong,1,478
34,male,meditate,1,28,dog,bus,incong,1,387
34,male,meditate,1,29,stapler,cat,incong,1,509
34,male,meditate,1,30,drill,drill,cong,1,539
34,male,meditate,2,31,hat,hat,cong,1,513
34,male,meditate,2,32,moon,moon,cong,1,489
34,male,meditate,2,33,anchor,cup,incong,1,489
34,male,meditate,2,34,cherry,spoon,incong,1,408
34,male,meditate,2,35,bus,bus,cong,1,559
34,male,meditate,2,36,star,dog,incong,1,532
34,male,meditate,2,37,cup,cup,cong,0,450
34,male,meditate,2,38,ball,cake,incong,1,493
34,male,meditate,2,39,hammer,hammer,cong,1,435
34,male,meditate,2,40,boat,orange,incong,1,502
34,male,meditate,2,41,star,star,cong,1,490
34,male,meditate,2,42,drill,anchor,incong,1,375
34,male,meditate,2,43,lemon,star,incong,1,570
34,male,meditate,2,44,lemon,lemon,cong,1,519
34,male,meditate,2,45,tree,drill,incong,1,633
34,male,meditate,2,46,bus,boat,incong,1,496
34,male,meditate,2,47,hat,moon,incong,1,504
34,male,meditate,2,48,ball,ball,cong,1,424
34,male,meditate,2,49,car,carrot,incong,1,366
34,male,meditate,2,50,cup,church,incong,1,487
34,male,meditate,2,51,anchor,anchor,cong,1,680
34,male,meditate,2,52,burger,horse,incong,1,391
34,male,meditate,2,53,church,scissors,incong,1,411
34,male,meditate,2,54,car,car,cong,1,455
34,male,meditate,2,55,spoon,apple,incong,1,576
34,male,meditate,2,56,pizza,car,incong,1,439
34,male,meditate,2,57,spoon,spoon,cong,1,441
34,male,meditate,2,58,cake,cake,cong,1,538
34,male,meditate,2,59,moon,cherry,incong,1,463
34,male,meditate,2,60,shoe,shoe,cong,1,690
35,male,meditate,1,1,stapler,stapler,cong,1,568
35,male,meditate,1,2,cat,hammer,incong,1,529
35,male,meditate,1,3,star,apple,incong,1,548
35,male,meditate,1,4,car,lemon,incong,1,544
35,male,meditate,1,5,hammer,hammer,cong,1,508
35,male,meditate,1,6,tree,tree,cong,1,524
35,male,meditate,1,7,church,car,incong,1,525
35,male,meditate,1,8,burger,burger,cong,1,515
35,male,meditate,1,9,anchor,moon,incong,1,637
35,male,meditate,1,10,horse,fork,incong,1,591
35,male,meditate,1,11,cake,pizza,incong,1,602
35,male,meditate,1,12,anchor,anchor,cong,1,526
35,male,meditate,1,13,cherry,cherry,cong,1,510
35,male,meditate,1,14,cup,shoe,incong,1,521
35,male,meditate,1,15,bus,bus,cong,1,623
35,male,meditate,1,16,tree,church,incong,1,580
35,male,meditate,1,17,ball,ball,cong,1,617
35,male,meditate,1,18,cup,cup,cong,1,545
35,male,meditate,1,19,stapler,stapler,cong,1,563
35,male,meditate,1,20,orange,burger,incong,1,592
35,male,meditate,1,21,lemon,orange,incong,1,683
35,male,meditate,1,22,bus,bus,cong,1,549
35,male,meditate,1,23,boat,boat,cong,1,560
35,male,meditate,1,24,drill,drill,cong,1,509
35,male,meditate,1,25,pizza,pizza,cong,1,575
35,male,meditate,1,26,scissors,tree,incong,1,562
35,male,meditate,1,27,moon,moon,cong,1,532
35,male,meditate,1,28,hammer,cherry,incong,0,543
35,male,meditate,1,29,spoon,spoon,cong,1,535
35,male,meditate,1,30,carrot,carrot,cong,1,528
35,male,meditate,2,31,carrot,cat,incong,1,504
35,male,meditate,2,32,orange,orange,cong,1,500
35,male,meditate,2,33,plate,plate,cong,1,454
35,male,meditate,2,34,spoon,scissors,incong,1,713
35,male,meditate,2,35,lemon,lemon,cong,1,711
35,male,meditate,2,36,hat,plate,incong,1,813
35,male,meditate,2,37,cake,cake,cong,1,627
35,male,meditate,2,38,apple,horse,incong,1,459
35,male,meditate,2,39,shoe,shoe,cong,1,473
35,male,meditate,2,40,car,car,cong,1,557
35,male,meditate,2,41,star,star,cong,1,774
35,male,meditate,2,42,church,church,cong,1,561
35,male,meditate,2,43,dog,dog,cong,1,547
35,male,meditate,2,44,plate,hat,incong,1,518
35,male,meditate,2,45,apple,apple,cong,1,537
35,male,meditate,2,46,cherry,spoon,incong,1,618
35,male,meditate,2,47,moon,ball,incong,1,489
35,male,meditate,2,48,burger,carrot,incong,1,465
35,male,meditate,2,49,dog,cake,incong,1,529
35,male,meditate,2,50,cat,cat,cong,1,703
35,male,meditate,2,51,pizza,cup,incong,1,829
35,male,meditate,2,52,ball,boat,incong,1,666
35,male,meditate,2,53,shoe,drill,incong,1,452
35,male,meditate,2,54,horse,horse,cong,1,425
35,male,meditate,2,55,fork,fork,cong,1,478
35,male,meditate,2,56,drill,dog,incong,1,713
35,male,meditate,2,57,boat,anchor,incong,1,545
35,male,meditate,2,58,fork,star,incong,1,642
35,male,meditate,2,59,scissors,scissors,cong,1,467
35,male,meditate,2,60,hat,hat,cong,1,485
36,male,meditate,1,1,carrot,carrot,cong,1,501
36,male,meditate,1,2,lemon,lemon,cong,1,624
36,male,meditate,1,3,boat,lemon,incong,1,597
36,male,meditate,1,4,cake,cake,cong,1,505
36,male,meditate,1,5,moon,plate,incong,1,685
36,male,meditate,1,6,bus,bus,cong,1,546
36,male,meditate,1,7,dog,scissors,incong,1,694
36,male,meditate,1,8,hat,horse,incong,1,638
36,male,meditate,1,9,cat,cake,incong,0,766
36,male,meditate,1,10,spoon,spoon,cong,1,545
36,male,meditate,1,11,bus,apple,incong,1,613
36,male,meditate,1,12,stapler,pizza,incong,1,619
36,male,meditate,1,13,moon,moon,cong,1,503
36,male,meditate,1,14,star,carrot,incong,1,601
36,male,meditate,1,15,stapler,stapler,cong,1,519
36,male,meditate,1,16,cherry,cherry,cong,1,663
36,male,meditate,1,17,pizza,star,incong,1,606
36,male,meditate,1,18,orange,orange,cong,1,552
36,male,meditate,1,19,apple,apple,cong,1,492
36,male,meditate,1,20,hammer,shoe,incong,0,614
36,male,meditate,1,21,tree,cup,incong,1,667
36,male,meditate,1,22,shoe,hammer,incong,1,679
36,male,meditate,1,23,apple,anchor,incong,1,698
36,male,meditate,1,24,anchor,anchor,cong,1,619
36,male,meditate,1,25,star,star,cong,1,598
36,male,meditate,1,26,drill,drill,cong,1,571
36,male,meditate,1,27,scissors,scissors,cong,1,522
36,male,meditate,1,28,church,church,cong,1,539
36,male,meditate,1,29,car,car,cong,1,501
36,male,meditate,1,30,fork,fork,cong,1,550
36,male,meditate,2,31,burger,burger,cong,1,604
36,male,meditate,2,32,plate,plate,cong,1,436
36,male,meditate,2,33,church,fork,incong,1,598
36,male,meditate,2,34,burger,cat,incong,1,671
36,male,meditate,2,35,anchor,hat,incong,1,658
36,male,meditate,2,36,cake,ball,incong,1,556
36,male,meditate,2,37,cup,boat,incong,1,607
36,male,meditate,2,38,cup,cup,cong,1,491
36,male,meditate,2,39,tree,tree,cong,1,479
36,male,meditate,2,40,scissors,stapler,incong,1,552
36,male,meditate,2,41,lemon,bus,incong,1,648
36,male,meditate,2,42,shoe,shoe,cong,1,580
36,male,meditate,2,43,plate,cherry,incong,1,596
36,male,meditate,2,44,ball,car,incong,1,693
36,male,meditate,2,45,horse,dog,incong,1,555
36,male,meditate,2,46,hammer,hammer,cong,1,626
36,male,meditate,2,47,carrot,tree,incong,1,525
36,male,meditate,2,48,cat,cat,cong,1,616
36,male,meditate,2,49,drill,orange,incong,1,749
36,male,meditate,2,50,hat,hat,cong,1,618
36,male,meditate,2,51,boat,boat,cong,1,487
36,male,meditate,2,52,horse,horse,cong,1,563
36,male,meditate,2,53,fork,moon,incong,1,637
36,male,meditate,2,54,ball,ball,cong,1,549
36,male,meditate,2,55,cherry,spoon,incong,1,617
36,male,meditate,2,56,spoon,drill,incong,1,640
36,male,meditate,2,57,dog,dog,cong,1,513
36,male,meditate,2,58,pizza,pizza,cong,1,496
36,male,meditate,2,59,orange,burger,incong,1,625
36,male,meditate,2,60,car,church,incong,1,574
37,male,meditate,1,1,moon,fork,incong,1,469
37,male,meditate,1,2,hat,hat,cong,1,424
37,male,meditate,1,3,carrot,pizza,incong,1,414
37,male,meditate,1,4,cake,star,incong,1,412
37,male,meditate,1,5,scissors,hammer,incong,1,424
37,male,meditate,1,6,fork,car,incong,1,557
37,male,meditate,1,7,boat,boat,cong,1,442
37,male,meditate,1,8,moon,moon,cong,1,459
37,male,meditate,1,9,cherry,cherry,cong,1,434
37,male,meditate,1,10,orange,tree,incong,1,431
37,male,meditate,1,11,plate,plate,cong,1,456
37,male,meditate,1,12,burger,burger,cong,1,445
37,male,meditate,1,13,spoon,spoon,cong,1,455
37,male,meditate,1,14,horse,dog,incong,1,394
37,male,meditate,1,15,car,car,cong,1,516
37,male,meditate,1,16,fork,fork,cong,1,553
37,male,meditate,1,17,hat,stapler,incong,1,431
37,male,meditate,1,18,dog,dog,cong,1,543
37,male,meditate,1,19,horse,horse,cong,1,643
37,male,meditate,1,20,cake,cake,cong,1,470
37,male,meditate,1,21,carrot,carrot,cong,1,461
37,male,meditate,1,22,lemon,plate,incong,1,421
37,male,meditate,1,23,boat,lemon,incong,1,380
37,male,meditate,1,24,star,orange,incong,1,432
37,male,meditate,1,25,apple,shoe,incong,1,414
37,male,meditate,1,26,cat,cat,cong,1,432
37,male,meditate,1,27,tree,tree,cong,1,444
37,male,meditate,1,28,hammer,anchor,incong,1,455
37,male,meditate,1,29,church,church,cong,1,426
37,male,meditate,1,30,star,star,cong,1,458
37,male,meditate,2,31,bus,cherry,incong,1,394
37,male,meditate,2,32,anchor,anchor,cong,1,487
37,male,meditate,2,33,ball,ball,cong,1,422
37,male,meditate,2,34,ball,scissors,incong,1,344
37,male,meditate,2,35,shoe,church,incong,1,444
37,male,meditate,2,36,bus,bus,cong,1,489
37,male,meditate,2,37,plate,bus,incong,1,409
37,male,meditate,2,38,hammer,hammer,cong,1,543
37,male,meditate,2,39,lemon,lemon,cong,1,386
37,male,meditate,2,40,cup,cup,cong,1,449
37,male,meditate,2,41,burger,apple,incong,1,377
37,male,meditate,2,42,shoe,shoe,cong,1,566
37,male,meditate,2,43,drill,boat,incong,1,500
37,male,meditate,2,44,cat,moon,incong,1,357
37,male,meditate,2,45,anchor,burger,incong,1,668
37,male,meditate,2,46,tree,ball,incong,1,404
37,male,meditate,2,47,drill,drill,cong,1,416
37,male,meditate,2,48,orange,orange,cong,1,401
37,male,meditate,2,49,pizza,pizza,cong,1,406
37,male,meditate,2,50,pizza,cup,incong,1,491
37,male,meditate,2,51,apple,apple,cong,1,540
37,male,meditate,2,52,church,horse,incong,1,456
37,male,meditate,2,53,spoon,drill,incong,1,451
37,male,meditate,2,54,cherry,cat,incong,1,388
37,male,meditate,2,55,scissors,scissors,cong,1,410
37,male,meditate,2,56,cup,hat,incong,1,414
37,male,meditate,2,57,stapler,spoon,incong,1,488
37,male,meditate,2,58,dog,cake,incong,1,428
37,male,meditate,2,59,car,carrot,incong,1,434
37,male,meditate,2,60,stapler,stapler,cong,1,793
38,male,meditate,1,1,drill,drill,cong,1,536
38,male,meditate,1,2,star,star,cong,1,486
38,male,meditate,1,3,car,dog,incong,1,670
38,male,meditate,1,4,boat,boat,cong,1,479
38,male,meditate,1,5,moon,moon,cong,1,518
38,male,meditate,1,6,star,fork,incong,1,653
38,male,meditate,1,7,ball,pizza,incong,1,673
38,male,meditate,1,8,carrot,carrot,cong,1,482
38,male,meditate,1,9,scissors,burger,incong,0,721
38,male,meditate,1,10,stapler,drill,incong,1,676
38,male,meditate,1,11,plate,church,incong,1,701
38,male,meditate,1,12,car,car,cong,1,482
38,male,meditate,1,13,orange,orange,cong,1,520
38,male,meditate,1,14,boat,lemon,incong,1,703
38,male,meditate,1,15,lemon,bus,incong,1,918
38,male,meditate,1,16,drill,horse,incong,1,663
38,male,meditate,1,17,dog,spoon,incong,1,637
38,male,meditate,1,18,stapler,stapler,cong,1,599
38,male,meditate,1,19,fork,fork,cong,1,549
38,male,meditate,1,20,church,church,cong,1,496
38,male,meditate,1,21,anchor,plate,incong,1,663
38,male,meditate,1,22,hammer,hammer,cong,1,543
38,male,meditate,1,23,hammer,tree,incong,1,649
38,male,meditate,1,24,ball,ball,cong,1,602
38,male,meditate,1,25,lemon,lemon,cong,1,523
38,male,meditate,1,26,church,moon,incong,1,677
38,male,meditate,1,27,hat,hat,cong,1,539
38,male,meditate,1,28,plate,plate,cong,1,483
38,male,meditate,1,29,spoon,orange,incong,1,682
38,male,meditate,1,30,cherry,anchor,incong,1,671
38,male,meditate,2,31,horse,horse,cong,1,533
38,male,meditate,2,32,horse,hammer,incong,1,715
38,male,meditate,2,33,tree,tree,cong,1,662
38,male,meditate,2,34,burger,burger,cong,1,509
38,male,meditate,2,35,shoe,cherry,incong,1,755
38,male,meditate,2,36,cup,cup,cong,0,491
38,male,meditate,2,37,shoe,shoe,cong,1,546
38,male,meditate,2,38,pizza,hat,incong,1,793
38,male,meditate,2,39,hat,carrot,incong,1,660
38,male,meditate,2,40,anchor,anchor,cong,1,704
38,male,meditate,2,41,orange,shoe,incong,1,630
38,male,meditate,2,42,burger,apple,incong,0,707
38,male,meditate,2,43,carrot,cup,incong,1,768
38,male,meditate,2,44,cake,cake,cong,1,598
38,male,meditate,2,45,moon,car,incong,1,727
38,male,meditate,2,46,cat,cat,cong,1,599
38,male,meditate,2,47,apple,boat,incong,1,811
38,male,meditate,2,48,scissors,scissors,cong,1,533
38,male,meditate,2,49,pizza,pizza,cong,1,602
38,male,meditate,2,50,fork,cake,incong,1,653
38,male,meditate,2,51,bus,cat,incong,1,639
38,male,meditate,2,52,cherry,cherry,cong,1,539
38,male,meditate,2,53,cat,star,incong,1,790
38,male,meditate,2,54,bus,bus,cong,1,583
38,male,meditate,2,55,apple,apple,cong,1,585
38,male,meditate,2,56,tree,scissors,incong,1,674
38,male,meditate,2,57,cake,stapler,incong,1,670
38,male,meditate,2,58,dog,dog,cong,1,593
38,male,meditate,2,59,spoon,spoon,cong,1,577
38,male,meditate,2,60,cup,ball,incong,1,808
39,male,meditate,1,1,cake,cake,cong,1,452
39,male,meditate,1,2,carrot,carrot,cong,1,450
39,male,meditate,1,3,apple,apple,cong,0,484
39,male,meditate,1,4,carrot,cat,incong,1,346
39,male,meditate,1,5,pizza,pizza,cong,1,481
39,male,meditate,1,6,bus,bus,cong,1,442
39,male,meditate,1,7,car,hammer,incong,1,346
39,male,meditate,1,8,ball,lemon,incong,1,362
39,male,meditate,1,9,stapler,stapler,cong,1,511
39,male,meditate,1,10,moon,hat,incong,0,500
39,male,meditate,1,11,cake,dog,incong,1,387
39,male,meditate,1,12,star,shoe,incong,1,418
39,male,meditate,1,13,drill,drill,cong,1,480
39,male,meditate,1,14,shoe,shoe,cong,1,488
39,male,meditate,1,15,scissors,scissors,cong,1,516
39,male,meditate,1,16,church,cake,incong,1,341
39,male,meditate,1,17,cat,fork,incong,1,359
39,male,meditate,1,18,church,church,cong,1,483
39,male,meditate,1,19,hat,stapler,incong,1,372
39,male,meditate,1,20,ball,ball,cong,0,515
39,male,meditate,1,21,car,car,cong,1,504
39,male,meditate,1,22,fork,fork,cong,1,437
39,male,meditate,1,23,dog,dog,cong,0,471
39,male,meditate,1,24,hammer,hammer,cong,0,441
39,male,meditate,1,25,plate,plate,cong,1,489
39,male,meditate,1,26,cup,drill,incong,1,365
39,male,meditate,1,27,tree,horse,incong,1,430
39,male,meditate,1,28,fork,car,incong,0,355
39,male,meditate,1,29,tree,tree,cong,1,502
39,male,meditate,1,30,bus,burger,incong,1,366
39,male,meditate,2,31,moon,moon,cong,1,394
39,male,meditate,2,32,spoon,star,incong,0,322
39,male,meditate,2,33,stapler,carrot,incong,1,394
39,male,meditate,2,34,horse,plate,incong,1,447
39,male,meditate,2,35,dog,orange,incong,1,360
39,male,meditate,2,36,anchor,tree,incong,1,424
39,male,meditate,2,37,drill,moon,incong,1,364
39,male,meditate,2,38,cherry,ball,incong,1,297
39,male,meditate,2,39,cat,cat,cong,1,391
39,male,meditate,2,40,cup,cup,cong,1,444
39,male,meditate,2,41,hat,hat,cong,1,421
39,male,meditate,2,42,lemon,pizza,incong,1,436
39,male,meditate,2,43,pizza,cup,incong,1,345
39,male,meditate,2,44,star,star,cong,1,429
39,male,meditate,2,45,burger,burger,cong,1,468
39,male,meditate,2,46,plate,apple,incong,1,430
39,male,meditate,2,47,horse,horse,cong,1,422
39,male,meditate,2,48,apple,spoon,incong,1,356
39,male,meditate,2,49,shoe,church,incong,1,387
39,male,meditate,2,50,lemon,lemon,cong,1,463
39,male,meditate,2,51,cherry,cherry,cong,1,611
39,male,meditate,2,52,spoon,spoon,cong,1,528
39,male,meditate,2,53,scissors,scissors,cong,1,290
39,male,meditate,2,54,hammer,bus,incong,1,318
39,male,meditate,2,55,orange,anchor,incong,1,443
39,male,meditate,2,56,boat,boat,cong,1,345
39,male,meditate,2,57,boat,boat,cong,1,533
39,male,meditate,2,58,orange,orange,cong,1,551
39,male,meditate,2,59,anchor,anchor,cong,1,457
39,male,meditate,2,60,burger,cherry,incong,1,403
40,male,meditate,1,1,hammer,hammer,cong,1,433
40,male,meditate,1,2,cherry,drill,incong,0,305
40,male,meditate,1,3,star,star,cong,1,498
40,male,meditate,1,4,plate,star,incong,0,340
40,male,meditate,1,5,apple,apple,cong,1,520
40,male,meditate,1,6,boat,orange,incong,1,308
40,male,meditate,1,7,horse,horse,cong,1,636
40,male,meditate,1,8,spoon,anchor,incong,1,350
40,male,meditate,1,9,dog,dog,cong,1,470
40,male,meditate,1,10,carrot,cake,incong,1,501
40,male,meditate,1,11,fork,stapler,incong,1,335
40,male,meditate,1,12,burger,burger,cong,1,486
40,male,meditate,1,13,cat,spoon,incong,0,335
40,male,meditate,1,14,cake,dog,incong,1,437
40,male,meditate,1,15,bus,bus,cong,1,471
40,male,meditate,1,16,drill,apple,incong,1,298
40,male,meditate,1,17,pizza,plate,incong,1,362
40,male,meditate,1,18,lemon,lemon,cong,1,481
40,male,meditate,1,19,boat,boat,cong,1,496
40,male,meditate,1,20,scissors,scissors,cong,1,645
40,male,meditate,1,21,stapler,stapler,cong,1,507
40,male,meditate,1,22,burger,ball,incong,1,299
40,male,meditate,1,23,shoe,burger,incong,0,306
40,male,meditate,1,24,cup,cup,cong,1,560
40,male,meditate,1,25,cup,cat,incong,0,423
40,male,meditate,1,26,church,church,cong,1,545
40,male,meditate,1,27,hat,horse,incong,1,358
40,male,meditate,1,28,tree,tree,cong,1,478
40,male,meditate,1,29,stapler,hammer,incong,0,362
40,male,meditate,1,30,pizza,pizza,cong,1,550
40,male,meditate,2,31,ball,church,incong,1,427
40,male,meditate,2,32,lemon,cherry,incong,1,475
40,male,meditate,2,33,tree,moon,incong,1,299
40,male,meditate,2,34,horse,scissors,incong,1,339
40,male,meditate,2,35,apple,cup,incong,1,313
40,male,meditate,2,36,plate,plate,cong,1,458
40,male,meditate,2,37,car,boat,incong,1,611
40,male,meditate,2,38,moon,moon,cong,0,443
40,male,meditate,2,39,drill,drill,cong,1,606
40,male,meditate,2,40,ball,ball,cong,1,559
40,male,meditate,2,41,shoe,shoe,cong,1,637
40,male,meditate,2,42,spoon,spoon,cong,1,403
40,male,meditate,2,43,cake,cake,cong,0,419
40,male,meditate,2,44,hat,hat,cong,1,497
40,male,meditate,2,45,church,hat,incong,1,389
40,male,meditate,2,46,anchor,anchor,cong,0,538
40,male,meditate,2,47,moon,lemon,incong,1,540
40,male,meditate,2,48,anchor,bus,incong,1,270
40,male,meditate,2,49,bus,tree,incong,0,512
40,male,meditate,2,50,dog,car,incong,1,472
40,male,meditate,2,51,fork,fork,cong,1,566
40,male,meditate,2,52,carrot,carrot,cong,1,567
40,male,meditate,2,53,orange,shoe,incong,1,405
40,male,meditate,2,54,cat,cat,cong,0,453
40,male,meditate,2,55,scissors,fork,incong,1,348
40,male,meditate,2,56,cherry,cherry,cong,0,623
40,male,meditate,2,57,orange,orange,cong,1,440
40,male,meditate,2,58,star,pizza,incong,1,409
40,male,meditate,2,59,hammer,carrot,incong,1,393
40,male,meditate,2,60,car,car,cong,1,448
41,male,meditate,1,1,cat,horse,incong,1,561
41,male,meditate,1,2,tree,cup,incong,1,504
41,male,meditate,1,3,church,drill,incong,1,574
41,male,meditate,1,4,hat,hat,cong,1,506
41,male,meditate,1,5,hammer,moon,incong,1,610
41,male,meditate,1,6,boat,cake,incong,1,538
41,male,meditate,1,7,moon,ball,incong,1,638
41,male,meditate,1,8,anchor,lemon,incong,1,605
41,male,meditate,1,9,cup,hat,incong,1,548
41,male,meditate,1,10,bus,church,incong,1,528
41,male,meditate,1,11,cake,hammer,incong,1,586
41,male,meditate,1,12,hammer,hammer,cong,1,462
41,male,meditate,1,13,drill,drill,cong,1,477
41,male,meditate,1,14,burger,burger,cong,1,465
41,male,meditate,1,15,star,star,cong,1,494
41,male,meditate,1,16,cake,cake,cong,1,479
41,male,meditate,1,17,drill,spoon,incong,1,773
41,male,meditate,1,18,plate,burger,incong,1,615
41,male,meditate,1,19,fork,fork,cong,1,456
41,male,meditate,1,20,orange,orange,cong,1,451
41,male,meditate,1,21,burger,boat,incong,1,536
41,male,meditate,1,22,scissors,car,incong,1,569
41,male,meditate,1,23,carrot,shoe,incong,1,563
41,male,meditate,1,24,stapler,anchor,incong,1,556
41,male,meditate,1,25,ball,tree,incong,1,573
41,male,meditate,1,26,spoon,spoon,cong,1,532
41,male,meditate,1,27,stapler,stapler,cong,1,461
41,male,meditate,1,28,bus,bus,cong,1,458
41,male,meditate,1,29,car,bus,incong,1,533
41,male,meditate,1,30,church,church,cong,1,454
41,male,meditate,2,31,star,dog,incong,1,529
41,male,meditate,2,32,shoe,shoe,cong,1,543
41,male,meditate,2,33,spoon,pizza,incong,1,498
41,male,meditate,2,34,shoe,apple,incong,0,674
41,male,meditate,2,35,car,car,cong,1,493
41,male,meditate,2,36,apple,plate,incong,1,544
